"CLE_PRODUIT";"PRNOM";"LIBELLE_DCI";"CODEUD";"LIBELUD"
34646;"EVICEL, sol pr colle, flac 1 mL & flac 1 mL";"ASSOCIATIONS D'HEMOSTATIQUES LOCAUX";"flac";"flacon(s)"
3891;"LEVEMIR 100 u/mL, sol inj, stylo 3 mL FLEXPEN";"INSULINE DETEMIR";"stylo_prr";"stylo(s) pré-rempli(s)"
12009;"LEVEMIR 100 u/mL, sol inj, cart 3 mL PENFILL";"INSULINE DETEMIR";"cart";"cartouche(s)"
3716;"SITAGLIPTINE 100 mg VIATRIS, cpr";"SITAGLIPTINE";"cpr";"comprimé(s)"
15110;"SITAGLIPTINE 50 mg VIATRIS, cpr";"SITAGLIPTINE";"cpr";"comprimé(s)"
6864;"VECTIBIX 400 mg/20 mL, sol à diluer pr perf, flac";"PANITUMUMAB";"flac";"flacon(s)"
15774;"MIRCERA 30 ug/0.3 mL, sol inj, srg";"METHOXY POLYETHYLENE GLYCOL-EPOETINE BETA";"ser_prr";"seringue(s) pré-remplie(s)"
15776;"MIRCERA 50 ug/0.3 mL, sol inj, srg";"METHOXY POLYETHYLENE GLYCOL-EPOETINE BETA";"ser_prr";"seringue(s) pré-remplie(s)"
15789;"MIRCERA 250 ug/0.3 mL, sol inj, srg";"METHOXY POLYETHYLENE GLYCOL-EPOETINE BETA";"ser_prr";"seringue(s) pré-remplie(s)"
15782;"MIRCERA 100 ug/0.3 mL, sol inj, srg";"METHOXY POLYETHYLENE GLYCOL-EPOETINE BETA";"ser_prr";"seringue(s) pré-remplie(s)"
15778;"MIRCERA 75 ug/0.3 mL, sol inj, srg";"METHOXY POLYETHYLENE GLYCOL-EPOETINE BETA";"ser_prr";"seringue(s) pré-remplie(s)"
15784;"MIRCERA 120 ug/0.3 mL, sol inj, srg";"METHOXY POLYETHYLENE GLYCOL-EPOETINE BETA";"ser_prr";"seringue(s) pré-remplie(s)"
7852;"LACOSAMIDE 50 mg VIATRIS, cpr";"LACOSAMIDE";"cpr";"comprimé(s)"
7964;"LACOSAMIDE 100 mg VIATRIS, cpr";"LACOSAMIDE";"cpr";"comprimé(s)"
12333;"LACOSAMIDE 200 mg/20 mL STRAGEN, sol pr perf, amp";"LACOSAMIDE";"amp";"ampoule(s)"
19839;"VIMPAT 10 mg/mL, sirop, flac 200 mL";"LACOSAMIDE";"flac";"flacon(s)"
8542;"PRADAXA 75 mg, gélule";"DABIGATRAN ETEXILATE";"gel";"gélule(s)"
13474;"PRADAXA 110 mg, gélule";"DABIGATRAN ETEXILATE";"gel";"gélule(s)"
13475;"PRADAXA 150 mg, gélule";"DABIGATRAN ETEXILATE";"gel";"gélule(s)"
22662;"AZYTER 15 mg/g, collyre, récipient unidose 0.25 g";"AZITHROMYCINE";"g";"gramme(s)"
37616;"AZACITIDINE 100 mg ZENTIVA, pdr pr susp inj";"AZACITIDINE";"flac";"flacon(s)"
13337;"INTELENCE 200 mg, cpr";"ETRAVIRINE";"cpr";"comprimé(s)"
19980;"RASAGILINE 1 mg RATIOPHARM, cpr";"RASAGILINE";"cpr";"comprimé(s)"
11441;"KUVAN 100 mg, cpr pr sol buv";"SAPROPTERINE";"cpr";"comprimé(s)"
11358;"MICAFUNGINE 50 mg VIATRIS, pdr pr sol à diluer pr perf";"MICAFUNGINE";"flac";"flacon(s)"
5262;"RESTASIS 0.05%, collyre, récipient unidose 0.4 mL";"CICLOSPORINE";"rec_unidos";"récipient(s) unidose"
33570;"CICLOSPORINE 5MG/ML 0.5% FL 5ML COLLYRE";"CICLOSPORINE";"-1";"(sans)"
34072;"CICLOGRAFT 20 mg/mL, collyre, récipient unidose 0.3 mL";"CICLOSPORINE";"rec_unidos";"récipient(s) unidose"
15160;"SELENIUM 100 ug OLIGOSOL, sol buv, amp 2 mL";"DIVERS";"amp";"ampoule(s)"
9439;"XARELTO 10 mg, cpr";"RIVAROXABAN";"cpr";"comprimé(s)"
13471;"XARELTO 20 mg, cpr";"RIVAROXABAN";"cpr";"comprimé(s)"
13473;"XARELTO 15 mg, cpr";"RIVAROXABAN";"cpr";"comprimé(s)"
4092;"IMETH 2.5 mg, cpr";"METHOTREXATE (formes orales)";"cpr";"comprimé(s)"
9487;"METHOTREXATE 10 mg/0.2 mL ACCORD, sol inj, srg";"METHOTREXATE (formes orales)";"mL";"millilitre(s)"
32131;"METHOTREXATE 15 mg/0.3 mL ACCORD, sol inj, srg";"METHOTREXATE (formes orales)";"ser_prr";"seringue(s) pré-remplie(s)"
38790;"METHOTREXATE 17.5 mg/0.35 mL ACCORD, sol inj, srg";"METHOTREXATE (formes orales)";"mL";"millilitre(s)"
38620;"METHOTREXATE 7.5 mg/0.15 mL ACCORD, sol inj, srg";"METHOTREXATE (formes orales)";"mL";"millilitre(s)"
38752;"METHOTREXATE 20 mg/0.4 mL ACCORD, sol inj, srg";"METHOTREXATE (formes orales)";"ser_prr";"seringue(s) pré-remplie(s)"
14333;"GALVUS 50 mg, cpr";"VILDAGLIPTINE";"cpr";"comprimé(s)"
9591;"ROACTEMRA 200 mg/10 mL, sol à diluer pr perf, flac";"TOCILIZUMAB";"flac";"flacon(s)"
9474;"ROACTEMRA 80 mg/4 mL, sol à diluer pr perf, flac";"TOCILIZUMAB";"flac";"flacon(s)"
9475;"ROACTEMRA 400 mg/20 mL, sol à diluer pr perf, flac";"TOCILIZUMAB";"flac";"flacon(s)"
19962;"ROACTEMRA 162 mg/0.9 mL, sol inj, srg";"TOCILIZUMAB";"mL";"millilitre(s)"
7551;"XENETIX 300 mg Iode/mL, sol inj, flac 100 mL";"IOBITRIDOL";"flac";"flacon(s)"
7552;"XENETIX 300 mg Iode/mL, sol inj, flac 20 mL";"IOBITRIDOL";"flac";"flacon(s)"
7555;"XENETIX 350 mg Iode/mL, sol inj, flac 100 mL";"IOBITRIDOL";"flac";"flacon(s)"
7556;"XENETIX 350 mg Iode/mL, sol inj, flac 50 mL";"IOBITRIDOL";"flac";"flacon(s)"
7554;"XENETIX 300 mg Iode/mL, sol inj, flac 50 mL";"IOBITRIDOL";"flac";"flacon(s)"
7553;"XENETIX 300 mg Iode/mL, sol inj, flac 200 mL";"IOBITRIDOL";"flac";"flacon(s)"
32488;"XENETIX 350 mg Iode/mL, sol inj, flac 150 mL";"IOBITRIDOL";"flac";"flacon(s)"
491;"AURICULARUM, pdr et solv pr susp pr instil auriculaire";"DEXAMETHASONE ET ANTIINFECTIEUX";"flac";"flacon(s)"
14484;"POLYDEXA, sol pr instil auriculaire, flac 10.5 mL";"DEXAMETHASONE ET ANTIINFECTIEUX";"flac c-gtt";"flacon(s) compte-gouttes"
29707;"INOVELON 200 mg, cpr";"RUFINAMIDE";"cpr";"comprimé(s)"
34638;"INOVELON 40 mg/mL, susp buv, flac 460 mL";"RUFINAMIDE";"-1";"(sans)"
12161;"NEUPRO 6 mg/24 h, dispositif transdermique";"ROTIGOTINE";"dtd";"dispositif(s) transdermique(s)"
11831;"NEUPRO 2 mg/24 h, dispositif transdermique";"ROTIGOTINE";"dtd";"dispositif(s) transdermique(s)"
13402;"NEUPRO 4 mg/24 h, dispositif transdermique";"ROTIGOTINE";"dtd";"dispositif(s) transdermique(s)"
6078;"STRIADYNE 20 mg/2 mL, sol inj, amp";"ADENOSINE";"amp";"ampoule(s)"
9596;"ADENOSINE 6 mg/2 mL MEDISOL, sol inj, flac";"ADENOSINE";"flac";"flacon(s)"
1023;"CATAPRESSAN 0.15 mg, cpr séc";"CLONIDINE";"cpr";"comprimé(s)"
1024;"CATAPRESSAN 0.15 mg/1 mL, sol inj, amp";"CLONIDINE";"amp";"ampoule(s)"
1539;"CIPRALAN 130 mg, cpr séc";"CIBENZOLINE";"-1";"(sans)"
3407;"HEMIGOXINE 0.125 mg NATIVELLE, cpr";"DIGOXINE";"cpr";"comprimé(s)"
2148;"DIGOXINE 0.25 mg NATIVELLE, cpr";"DIGOXINE";"cpr";"comprimé(s)"
2149;"DIGOXINE 0.5 mg/2 mL NATIVELLE, ad, sol inj, IV, amp";"DIGOXINE";"amp";"ampoule(s)"
2147;"DIGOXINE 5 ug/0.1 mL NATIVELLE, enf, sol buv en gouttes, flac 60 mL";"DIGOXINE";"flac";"flacon(s)"
3316;"GLUCOSE 30% AGUETTANT, sol pr perf, poche 500 mL COSINUS";"GLUCOSE";"poche";"poche(s)"
3318;"GLUCOSE 5%, sol inj, amp 20 mL PROAMP";"GLUCOSE";"amp";"ampoule(s)"
4936;"POTASSIUM CHLORURE 1 g/10 mL, sol à diluer pr perf, amp PROAMP";"POTASSIUM CHLORURE";"amp";"ampoule(s)"
4937;"POTASSIUM CHLORURE 0.746 g/10 mL, sol à diluer pr perf, amp PROAMP";"POTASSIUM CHLORURE";"amp";"ampoule(s)"
35825;"PERISOC, sol de cardioplégie ou pr conserv organe, poche 2 000 mL";"SOLUTIONS CARDIOPLEGIQUES";"poche";"poche(s)"
15792;"NEORECORMON 500 iu/0.3 mL, sol inj, srg";"ERYTHROPOIETINE";"ser_prr";"seringue(s) pré-remplie(s)"
15794;"BINOCRIT 40 000 iu/1 mL, sol inj, srg + disp sécurité";"ERYTHROPOIETINE";"ser_prr";"seringue(s) pré-remplie(s)"
25464;"EPREX 5 000 iu/0.5 mL, sol inj, srg";"ERYTHROPOIETINE";"ser_prr";"seringue(s) pré-remplie(s)"
25466;"EPREX 20 000 iu/0.5 mL, sol inj, srg";"ERYTHROPOIETINE";"ser_prr";"seringue(s) pré-remplie(s)"
25438;"BINOCRIT 30 000 iu/0.75 mL, sol inj, srg + disp sécurité";"ERYTHROPOIETINE";"ser_prr";"seringue(s) pré-remplie(s)"
25462;"EPREX 3 000 iu/0.3 mL, sol inj, srg";"ERYTHROPOIETINE";"ser_prr";"seringue(s) pré-remplie(s)"
25463;"EPREX 4 000 iu/0.4 mL, sol inj, srg";"ERYTHROPOIETINE";"ser_prr";"seringue(s) pré-remplie(s)"
25461;"EPREX 2 000 iu/0.5 mL, sol inj, srg";"ERYTHROPOIETINE";"ser_prr";"seringue(s) pré-remplie(s)"
25465;"EPREX 10 000 iu/1 mL, sol inj, srg";"ERYTHROPOIETINE";"ser_prr";"seringue(s) pré-remplie(s)"
39060;"EPREX 6 000 iu/0.6 mL, sol inj, srg";"ERYTHROPOIETINE";"mL";"millilitre(s)"
34640;"RETACRIT 40 000 iu/1 mL, sol inj, srg + disp sécurité";"ERYTHROPOIETINE";"mL";"millilitre(s)"
31972;"OCTAPLASLG GROUPE A, sol pr perf, poche 200 mL";"SUBSTITUTS DU SANG ET FRACTIONS PROTEIQUES PLASMATIQUES";"poche";"poche(s)"
4928;"POLYIONIQUE 2AG10 BAXTER, sol pr perf, poche 500 mL";"ELECTROLYTES AVEC HYDRATES DE CARBONE";"poche";"poche(s)"
17338;"MIKICORT 3 mg, gélule gastro-résistante";"BUDESONIDE";"gel";"gélule(s)"
3786;"LACTEOL 340 mg, pdr pr susp buv, sachet";"MICROORGANISMES PRODUISANT DE L'ACIDE LACTIQUE";"sachet";"sachet(s)-dose"
6630;"TOXICARB, susp buv, flac 60 mL";"CHARBON MEDICINAL";"flac";"flacon(s)"
6631;"TOXICARB, susp buv, flac 250 mL";"CHARBON MEDICINAL";"flac";"flacon(s)"
14414;"SCOBUREN 20 mg/1 mL, sol inj, amp";"BUTYLSCOPOLAMINE";"amp";"ampoule(s)"
8482;"RAPAMUNE 1 mg/mL, sol buv, flac 60 mL";"SIROLIMUS";"flac";"flacon(s)"
23775;"RAPAMYCINE 0,5 % CREME TUBE 30G";"SIROLIMUS";"tube";"tube(s)"
38004;"RAPAMYCINE 0,1 % CREME TUBE 30G";"SIROLIMUS";"tube";"tube(s)"
3862;"LANTUS 100 u/mL, sol inj, stylo 3 mL SOLOSTAR";"INSULINE GLARGINE";"mL";"millilitre(s)"
23864;"TOUJEO 300 u/mL, sol inj, stylo 1.5 mL SOLOSTAR";"INSULINE GLARGINE";"stylo_prr";"stylo(s) pré-rempli(s)"
23362;"ABASAGLAR 100 u/mL, sol inj, stylo 3 mL KWIKPEN";"INSULINE GLARGINE";"stylo_prr";"stylo(s) pré-rempli(s)"
21823;"UCEDANE 200 mg, cpr dispersible";"ACIDE CARGLUTAMIQUE";"cpr";"comprimé(s)"
9901;"TRACLEER 32 mg, cpr dispersible";"BOSENTAN";"cpr";"comprimé(s)"
27219;"BOSENTAN 125 mg ARROW, cpr";"BOSENTAN";"cpr";"comprimé(s)"
27218;"BOSENTAN 62.5 mg ARROW, cpr";"BOSENTAN";"cpr";"comprimé(s)"
2031;"DAKIN STABILISE COOPER, sol pr appli cutanée, flac 60 mL";"SODIUM HYPOCHLORITE";"flac";"flacon(s)"
2030;"DAKIN STABILISE COOPER, sol pr appli cutanée, flac 250 mL";"SODIUM HYPOCHLORITE";"flac";"flacon(s)"
6637;"ATOSIBAN 6.75 mg/0.9 mL EVER PHARMA, sol inj, flac";"ATOSIBAN";"flac";"flacon(s)"
6638;"ATOSIBAN 37.5 mg/5 mL EVER PHARMA, sol à diluer pr perf, flac";"ATOSIBAN";"flac";"flacon(s)"
22034;"CLIMASTON 1 mg/5 mg, cpr";"DYDROGESTERONE ET ESTROGENE";"cpr";"comprimé(s)"
26945;"MONOKETO 0.25 mg/mL, collyre, récipient unidose 0.4 mL";"KETOTIFENE";"rec_unidose";"récipient unidose"
5249;"RENVELA 800 mg, cpr";"SEVELAMER";"cpr";"comprimé(s)"
33873;"RENVELA 0.8 g, pdr pr susp buv, sachet";"SEVELAMER";"sachet";"sachet(s)-dose"
5885;"SONOVUE 8 uL/mL, pdr et solv pr dispersion inj, flac & srg";"HEXAFLUORIDE SOUFRE";"flac";"flacon(s)"
34348;"SOMAVERT 20 mg, pdr et solv pr sol inj, flac & flac";"PEGVISOMANT";"flac";"flacon(s)"
4344;"OXYBUPROCAINE CHLORHYDRATE 1.6 mg THEA, collyre, récipient unidose 0.4 mL";"OXYBUPROCAINE";"rec_unidose";"récipient unidose"
4501;"PILOCARPINE 2% FAURE, collyre, récipient unidose 0.4 mL";"PILOCARPINE";"rec_unidose";"récipient unidose"
4126;"MIOCHOLE 20 mg/2 mL, pdr et solv pr sol inj, flac & amp";"ACETYLCHOLINE";"amp";"ampoule(s)"
30724;"NATACYN 5%, collyre, flac 15 mL";"NATAMYCINE";"flac";"flacon(s)"
14451;"MONTELUKAST 10 mg VIATRIS, cpr";"MONTELUKAST";"cpr";"comprimé(s)"
16197;"SINGULAIR 4 mg, granulés, sachet";"MONTELUKAST";"sachet";"sachet(s)-dose"
5426;"SERETIDE DISKUS 500 ug/50 ug/dose, pdr pr inhal, récipient unidose 28 doses";"SALMETEROL ET AUTRES ANTIASTHMATIQUES";"ddose";"dispositif doseur"
5424;"SERETIDE 250 ug/25 ug/dose, susp pr inhal, flac 120 doses";"SALMETEROL ET AUTRES ANTIASTHMATIQUES";"flac";"flacon(s)"
5425;"SERETIDE DISKUS 250 ug/50 ug/dose, pdr pr inhal, récipient unidose 28 doses";"SALMETEROL ET AUTRES ANTIASTHMATIQUES";"ddose";"dispositif doseur"
34632;"SERETIDE 125 ug/25 ug/dose, susp pr inhal, flac 120 doses";"SALMETEROL ET AUTRES ANTIASTHMATIQUES";"dose";"dose(s)"
13538;"FLIXOTIDE 50 ug/dose, susp pr inhal, flac 120 doses";"FLUTICASONE";"flac_pres";"flacon(s) pressurisé(s)"
12802;"CYNOMEL 25 ug, cpr séc";"LIOTHYRONINE SODIQUE";"cpr";"comprimé(s)"
4187;"NEO-MERCAZOLE 5 mg, cpr";"CARBIMAZOLE";"cpr";"comprimé(s)"
4188;"NEO-MERCAZOLE 20 mg, cpr";"CARBIMAZOLE";"cpr";"comprimé(s)"
16932;"IRENAT 300 mg/1 mL, sol buv en gouttes, flac 40 mL";"PERCHLORATES";"flac";"flacon(s)"
3330;"TERLIPRESSINE ACETATE 1 mg/5 mL EVER PHARMA, sol inj, flac";"TERLIPRESSINE";"flac";"flacon(s)"
5401;"OCTREOTIDE 100 ug/1 mL ARROW, sol inj ou pr perf, amp";"OCTREOTIDE";"flac";"flacon(s)"
5402;"SANDOSTATINE LP 20 mg/2 mL, pdr et solv pr susp inj, flac & srg + set";"OCTREOTIDE";"flac";"flacon(s)"
5403;"OCTREOTIDE 500 ug/1 mL ARROW, sol inj ou pr perf, amp";"OCTREOTIDE";"flac";"flacon(s)"
5404;"SANDOSTATINE LP 30 mg/2 mL, pdr et solv pr susp inj, flac & srg + set";"OCTREOTIDE";"flac";"flacon(s)"
1430;"BETAMETHASONE 0.05% ARROW, sol buv en gouttes, flac 30 mL";"BETAMETHASONE";"flac c-gttes";"flacon compte-gouttes"
1431;"CELESTENE 4 mg/1 mL, sol inj, amp";"BETAMETHASONE";"amp";"ampoule(s)"
2169;"DIPROSTENE, susp inj, srg 1 mL";"BETAMETHASONE";"ser_prr";"seringue(s) pré-remplie(s)"
1433;"CELESTENE CHRONODOSE 5.7 mg/1 mL, susp inj, amp";"BETAMETHASONE";"amp";"ampoule(s)"
4070;"MEDROL 4 mg, cpr";"METHYLPREDNISOLONE";"cpr";"comprimé(s)"
4071;"MEDROL 16 mg, cpr";"METHYLPREDNISOLONE";"cpr";"comprimé(s)"
2084;"DEPO-MEDROL 40 mg/1 mL, susp inj, flac";"METHYLPREDNISOLONE";"flac";"flacon(s)"
5578;"METHYLPREDNISOLONE 120 mg VIATRIS, pdr pr sol inj, IM IV";"METHYLPREDNISOLONE";"flac";"flacon(s)"
5579;"METHYLPREDNISOLONE 500 mg VIATRIS, pdr pr sol inj";"METHYLPREDNISOLONE";"flac";"flacon(s)"
4072;"MEDROL 100 mg, cpr";"METHYLPREDNISOLONE";"cpr";"comprimé(s)"
5576;"METHYLPREDNISOLONE 20 mg VIATRIS, pdr pr sol inj, IM IV";"METHYLPREDNISOLONE";"flac";"flacon(s)"
5577;"METHYLPREDNISOLONE 40 mg VIATRIS, pdr pr sol inj, IM IV";"METHYLPREDNISOLONE";"flac";"flacon(s)"
3453;"HYDROCORTISONE 10 mg ROUSSEL, cpr séc";"HYDROCORTISONE";"cpr";"comprimé(s)"
3454;"HYDROCORTISONE 100 mg/2 mL UPJOHN, pdr et solv pr sol inj, flac & amp";"HYDROCORTISONE";"amp";"ampoule(s)"
6079;"IVERMECTINE 3 mg ARROW LAB, cpr";"IVERMECTINE";"cpr";"comprimé(s)"
1742;"COLISTIMETHATE SODIQUE 1 000 000 iu MEDAC, pdr pr sol inj";"COLISTINE";"flac";"flacon(s)"
17674;"COLISTIMETHATE SODIQUE 1 M_iu AMDIPHARM, pdr et solv pr inhal par nébu, flac & amp";"COLISTINE";"amp";"ampoule(s)"
10210;"FUCIDINE 250 mg/5 mL, enf, susp buv, flac 90 mL";"FUSIDIQUE ACIDE";"c_mes";"cuillère(s) mesure(s)"
3173;"FUCIDINE 250 mg, cpr";"FUSIDIQUE ACIDE";"cpr";"comprimé(s)"
2902;"ERYTHROCINE 1 g, lyophilisat pr sol pr perf, IV";"ERYTHROMYCINE";"flac";"flacon(s)"
24506;"ERY 250 mg, enf, granulés, sachet";"ERYTHROMYCINE";"sachet";"sachet(s)-dose"
33374;"ERY 500 mg, cpr";"ERYTHROMYCINE";"cpr";"comprimé(s)"
35581;"ERY 125 mg, nour, granulés, sachet";"ERYTHROMYCINE";"-1";"(sans)"
2033;"CLINDAMYCINE 300 mg VIATRIS, gélule";"CLINDAMYCINE";"gel";"gélule(s)"
2034;"CLINDAMYCINE 600 mg/4 mL KABI, sol inj, amp";"CLINDAMYCINE";"amp";"ampoule(s)"
4079;"MEROPENEM 1 g SUBSTIPHARM, pdr pr sol inj ou pr perf";"MEROPENEME";"flac";"flacon(s)"
36248;"KEFORAL 1 g, cpr";"CEFALEXINE";"-1";"(sans)"
1420;"CEFAZOLINE 1 g VIATRIS, pdr pr sol inj, IM IV";"CEFAZOLINE";"flac";"flacon(s)"
29207;"CEFAZOLINE 2 g VIATRIS, pdr pr sol inj, IM IV";"CEFAZOLINE";"flac";"flacon(s)"
1421;"CEFOTAXIME 500 mg VIATRIS, pdr pr sol inj, IM IV";"CEFOTAXIME";"flac";"flacon(s)"
12767;"CEFOTAXIME 1 g VIATRIS, pdr pr sol inj, IM IV";"CEFOTAXIME";"flac";"flacon(s)"
1423;"CEFTRIAXONE 1 g VIATRIS, pdr pr sol inj";"CEFTRIAXONE";"flac";"flacon(s)"
1424;"CEFTRIAXONE 250 mg VIATRIS, pdr pr sol inj";"CEFTRIAXONE";"flac";"flacon(s)"
1425;"CEFTRIAXONE 500 mg VIATRIS, pdr pr sol inj";"CEFTRIAXONE";"flac";"flacon(s)"
7528;"VIT K1, 10 mg/1 mL CHEPLAPHARM, sol inj ou buv, amp";"PHYTOMENADIONE";"amp";"ampoule(s)"
7860;"VIT K1, 2 mg/0.2 mL CHEPLAPHARM, nour, sol inj ou buv, amp";"PHYTOMENADIONE";"amp";"ampoule(s)"
7727;"TACHOSIL 9.5*4.8 CM, matrice pour collage tissulaire";"HEMOSTATIQUES LOCAUX";"matrice";"matrice"
10304;"TACHOSIL 4.8*4.8 CM, matrice pour collage tissulaire";"HEMOSTATIQUES LOCAUX";"matrice";"matrice"
22724;"EVICEL, sol pr colle, flac 2 mL & flac 2 mL";"HEMOSTATIQUES LOCAUX";"flac";"flacon(s)"
4119;"MINI-SINTROM 1 mg, cpr";"ACENOCOUMAROL";"cpr";"comprimé(s)"
5508;"SINTROM 4 mg, cpr quadriséc";"ACENOCOUMAROL";"cpr";"comprimé(s)"
3411;"HEPARINE SODIQUE 25 000 iu/5 mL PANPHARMA, sol inj, IV, flac";"HEPARINE";"flac";"flacon(s)"
3412;"HEPARINE SODIQUE 5 000 iu/1 mL PANPHARMA, sol inj, IV, amp";"HEPARINE";"amp";"ampoule(s)"
3931;"LOVENOX 2 000 iu antiXa/0.2 mL, sol inj, srg";"ENOXAPARINE";"mL";"millilitre(s)"
3933;"LOVENOX 6 000 iu antiXa/0.6 mL, sol inj, srg";"ENOXAPARINE";"mL";"millilitre(s)"
3934;"LOVENOX 8 000 iu antiXa/0.8 mL, sol inj, srg";"ENOXAPARINE";"mL";"millilitre(s)"
3935;"LOVENOX 10 000 iu antiXa/1 mL, sol inj, srg";"ENOXAPARINE";"mL";"millilitre(s)"
3936;"LOVENOX 30 000 iu antiXa/3 mL, sol inj, flac";"ENOXAPARINE";"flac";"flacon(s)"
3932;"LOVENOX 4 000 iu antiXa/0.4 mL, sol inj, srg";"ENOXAPARINE";"mL";"millilitre(s)"
24139;"VELETRI 0.5 mg, pdr et solv pr sol pr perf, flac & flac";"EPOPROSTENOL";"flac";"flacon(s)"
24140;"VELETRI 1.5 mg, pdr et solv pr sol pr perf, flac & flac";"EPOPROSTENOL";"flac";"flacon(s)"
3968;"MAG 2, pdr pr sol buv, sachet";"MAGNESIUM PIDOLATE";"sachet";"sachet(s)-dose"
1448;"OPTIMIZETTE 75 ug, cpr";"DESOGESTREL";"cpr";"comprimé(s)"
9624;"OESTRODOSE 0.06%, gel, flac 80 g";"ESTRADIOL";"appln";"application(s)"
10591;"LUTENYL, cpr séc";"NOMEGESTROL";"cpr";"comprimé(s)"
10972;"POLYGYNAX, caps vaginale";"NYSTATINE EN ASSOCIATION";"caps";"capsule(s)"
505;"A 313, 200 000 iu/100 g, pommade, tube 50 g";"RETINOL";"tube";"tube(s)"
11712;"PROCUTA 20 mg, caps";"ISOTRETINOINE";"caps";"capsule(s)"
35367;"PROCUTA 10 mg, caps";"ISOTRETINOINE";"-1";"(sans)"
3171;"ACIDE FUSIDIQUE 2% VIATRIS, crème, tube 15 g";"FUSIDIQUE ACIDE";"tube";"tube(s)"
3172;"FUSIDATE DE SODIUM 2% PIERRE FABRE, pommade, tube 15 g";"FUSIDIQUE ACIDE";"tube";"tube(s)"
8593;"MUPIDERM 2%, pommade, tube 15 g";"MUPIROCINE";"tube";"tube(s)"
11225;"FLAMMACERIUM, crème, pot 500 g";"SULFADIAZINE ARGENTIQUE EN ASSOCIATION";"appln";"application(s)"
2391;"EFUDIX 5%, crème, tube 20 g";"AUTRES CHIMIOTHERAPIES";"appln";"application(s)"
15643;"INEGY 10 mg/20 mg, cpr";"SIMVASTATINE ET EZETIMIBE";"cpr";"comprimé(s)"
6627;"TORISEL 30 mg, sol à diluer et diluant pr sol pr perf, flac & flac";"TEMSIROLIMUS";"flac";"flacon(s)"
25133;"PENTHROX 99.9%, liquide pr inhal par vapeur, flac 3 mL + inhal";"METHOXYFLURANE";"flac";"flacon(s)"
36375;"RECTOGESIC 4 mg/g, pommade rect, tube 30 g";"GLYCERYLE TRINITRATE";"appln";"application(s)"
13789;"ADVAGRAF LP 0.5 mg, gélule à libération prolongée";"TACROLIMUS";"gel";"gélule(s)"
13788;"ADVAGRAF LP 1 mg, gélule à libération prolongée";"TACROLIMUS";"gel";"gélule(s)"
14515;"ADVAGRAF LP 5 mg, gélule à libération prolongée";"TACROLIMUS";"gel";"gélule(s)"
15092;"ADVAGRAF LP 3 mg, gélule à libération prolongée";"TACROLIMUS";"gel";"gélule(s)"
34237;"ENVARSUS 1 mg, cpr à libération prolongée";"TACROLIMUS";"cpr";"comprimé(s)"
37192;"MODIGRAF 0.2 mg, granulés pr susp buv, sachet";"TACROLIMUS";"sachet";"sachet(s)-dose"
38427;"ENVARSUS 0.75 mg, cpr à libération prolongée";"TACROLIMUS";"cpr";"comprimé(s)"
10186;"PRASUGREL 10 mg EG LABO, cpr";"PRASUGREL";"cpr";"comprimé(s)"
34296;"XGEVA 120 mg/1.7 mL, sol inj, flac";"DENOSUMAB";"flac";"flacon(s)"
24284;"ADCETRIS 50 mg, pdr pr sol à diluer pr perf";"BRENTUXIMAB VEDOTIN";"flac";"flacon(s)"
35771;"ICATIBANT 30 mg/3 mL ZENTIVA, sol inj, srg";"ICATIBANT";"ser_prr";"seringue(s) pré-remplie(s)"
36084;"DIFICLIR 200 mg, cpr";"FIDAXOMICINE";"cpr";"comprimé(s)"
13110;"KALYDECO 150 mg, cpr";"IVACAFTOR";"cpr";"comprimé(s)"
39667;"KALYDECO 75 mg, granulés, sachet";"IVACAFTOR";"sachet";"sachet(s)-dose"
465;"CANDESARTAN 8 mg ARROW LAB, cpr séc";"CANDESARTAN";"cpr";"comprimé(s)"
466;"CANDESARTAN 16 mg ARROW LAB, cpr séc";"CANDESARTAN";"cpr";"comprimé(s)"
467;"CANDESARTAN 4 mg ARROW LAB, cpr séc";"CANDESARTAN";"cpr";"comprimé(s)"
2432;"PRAVASTATINE 40 mg ARROW, cpr séc";"PRAVASTATINE";"cpr";"comprimé(s)"
2431;"PRAVASTATINE 20 mg ARROW, cpr séc";"PRAVASTATINE";"cpr";"comprimé(s)"
27099;"FENOFIBRATE 160 mg ARROW, cpr";"FENOFIBRATE";"cpr";"comprimé(s)"
3924;"LIPANTHYL 145 mg, cpr";"FENOFIBRATE";"cpr";"comprimé(s)"
10791;"LIPANTHYL MICRONISE 67 mg, gélule";"FENOFIBRATE";"gel";"gélule(s)"
12508;"FENOFIBRATE 67 mg ARROW, gélule";"FENOFIBRATE";"gel";"gélule(s)"
12561;"PHOSPHONEUROS, sol buv en gouttes, flac 120 mL";"AUTRES ELEMENTS MINERAUX";"flac";"flacon(s)"
4335;"CALCIDOSE 500, pdr pr susp buv, sachet";"CALCIUM CARBONATE";"sachet";"sachet(s)-dose"
883;"CALCIDIA 1.54 g, granulés pr susp buv, sachet";"CALCIUM CARBONATE";"sachet";"sachet(s)-dose"
12829;"OROCAL 500 mg, cpr à croquer ou à sucer";"CALCIUM CARBONATE";"cpr";"comprimé(s)"
34062;"CACIT 1 000 mg, cpr efferv";"CALCIUM CARBONATE";"-1";"(sans)"
2141;"DIFFU-K 600 mg, gélule";"POTASSIUM CHLORURE";"gel";"gélule(s)"
